1.000000,-0.177080,-0.030314,-0.058918,-0.115989,-0.330384,0.438725,-0.078814,-0.337561,-0.330796,-0.224793,-0.132860,-0.025621,-0.187789,-0.183206,-0.315469,-0.169061,0.101812,0.461228,-0.122188,-0.027794,-0.272339,-0.156202,-0.043843,-0.155845,0.186563,-0.095186
-0.177080,1.000000,-0.191221,-0.240979,-0.038647,0.046155,-0.018514,-0.167066,0.108752,0.315067,-0.181730,0.076371,-0.127185,-0.188220,-0.082698,0.031577,0.071064,0.151190,0.050604,-0.157276,0.010513,-0.192317,0.072233,0.276641,-0.095563,-0.103844,-0.035004
-0.030314,-0.191221,1.000000,0.508901,-0.041002,0.153341,-0.196047,0.456104,0.301959,0.006331,0.393980,-0.054608,0.464404,0.628263,0.485847,0.196290,0.402355,-0.115448,-0.343435,0.313291,0.031686,0.587794,-0.119887,0.150973,0.150784,0.023353,0.500159
-0.058918,-0.240979,0.508901,1.000000,0.037663,0.271687,-0.232076,0.396964,0.180686,0.119055,0.394133,0.054577,0.488623,0.566957,0.171928,0.176185,0.357306,-0.184416,-0.155187,0.204016,0.258800,0.537539,0.054426,-0.198439,0.296442,-0.004853,0.434560
-0.115989,-0.038647,-0.041002,0.037663,1.000000,-0.081457,-0.161721,-0.187979,-0.159758,-0.247865,-0.147358,0.535478,0.131089,0.026732,-0.239450,-0.127659,-0.072864,-0.159613,0.087802,-0.115230,0.550638,-0.031671,0.525295,0.179031,0.367509,0.023911,-0.089134
-0.330384,0.046155,0.153341,0.271687,-0.081457,1.000000,-0.321854,0.509224,0.461734,0.615520,0.445130,-0.082042,0.267632,0.459936,0.354189,0.768985,0.663369,-0.107441,-0.400209,0.424909,-0.160205,0.307085,-0.111988,-0.086868,0.135840,-0.122991,0.165417
0.438725,-0.018514,-0.196047,-0.232076,-0.161721,-0.321854,1.000000,-0.118998,-0.143601,-0.237767,-0.221768,-0.119973,-0.196524,-0.324245,-0.188040,-0.293963,-0.362333,-0.081720,0.321111,-0.240782,-0.119502,-0.203747,-0.310046,-0.121260,-0.026151,0.365087,-0.024640
-0.078814,-0.167066,0.456104,0.396964,-0.187979,0.509224,-0.118998,1.000000,0.536458,0.499239,0.599884,-0.176165,0.457538,0.498467,0.545990,0.506345,0.522573,-0.074660,-0.520953,0.668128,-0.183965,0.497681,-0.110857,0.049999,-0.060414,-0.141745,0.318226
-0.337561,0.108752,0.301959,0.180686,-0.159758,0.461734,-0.143601,0.536458,1.000000,0.476681,0.550859,-0.207983,0.267670,0.391287,0.505612,0.565575,0.570128,-0.141825,-0.343245,0.375805,-0.191689,0.323840,-0.294537,0.090732,-0.071203,-0.092908,0.249989
-0.330796,0.315067,0.006331,0.119055,-0.247865,0.615520,-0.237767,0.499239,0.476681,1.000000,0.311950,-0.176685,0.153596,0.265026,0.284646,0.617945,0.483447,0.216545,-0.413411,0.454531,-0.256650,0.275069,-0.079779,0.068908,-0.091886,-0.045429,0.175297
-0.224793,-0.181730,0.393980,0.394133,-0.147358,0.445130,-0.221768,0.599884,0.550859,0.311950,1.000000,-0.170183,0.362781,0.370543,0.504784,0.528750,0.622485,-0.142024,-0.418766,0.263337,-0.075420,0.405058,-0.202145,-0.112701,0.013746,-0.071665,0.346352
-0.132860,0.076371,-0.054608,0.054577,0.535478,-0.082042,-0.119973,-0.176165,-0.207983,-0.176685,-0.170183,1.000000,-0.047460,-0.062301,-0.125005,-0.108428,-0.153910,0.030568,0.119470,-0.159274,0.672003,-0.079276,0.398259,0.071065,0.433686,-0.010428,-0.085627
-0.025621,-0.127185,0.464404,0.488623,0.131089,0.267632,-0.196524,0.457538,0.267670,0.153596,0.362781,-0.047460,1.000000,0.525394,0.406072,0.273041,0.461318,-0.152756,-0.276990,0.407542,0.093130,0.463082,-0.063836,0.048971,0.141088,-0.123761,0.278690
-0.187789,-0.188220,0.628263,0.566957,0.026732,0.459936,-0.324245,0.498467,0.391287,0.265026,0.370543,-0.062301,0.525394,1.000000,0.441181,0.348779,0.551375,-0.186659,-0.491657,0.478847,0.103844,0.629555,-0.120642,0.037809,0.238081,-0.041616,0.529874
-0.183206,-0.082698,0.485847,0.171928,-0.239450,0.354189,-0.188040,0.545990,0.505612,0.284646,0.504784,-0.125005,0.406072,0.441181,1.000000,0.408356,0.417460,-0.043590,-0.464131,0.576234,-0.224965,0.459273,-0.190901,0.158620,-0.097248,-0.105968,0.308333
-0.315469,0.031577,0.196290,0.176185,-0.127659,0.768985,-0.293963,0.506345,0.565575,0.617945,0.528750,-0.108428,0.273041,0.348779,0.408356,1.000000,0.704982,0.050489,-0.469380,0.502380,-0.186868,0.308830,-0.143264,0.026958,-0.016289,-0.110851,0.158093
